imagen,split,clase,detecciones,confianza_maxima,proporcion_mascara,estado,error
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_57d8fa89.jpg,Train,Blackspot,1,0.047066,0.643119,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_583cf26c.jpg,Train,Blackspot,1,0.044142,0.65323,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_59e59cf0.jpg,Train,Blackspot,1,0.051025,0.68275,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5a1571e0.jpg,Train,Blackspot,1,0.042416,0.628433,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5a311966.jpg,Train,Blackspot,1,0.03876,0.66622,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5a8b1d34.jpg,Train,Blackspot,1,0.050666,0.684573,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5bb75573.jpg,Train,Blackspot,1,0.044441,0.622027,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5bbf6c64.jpg,Train,Blackspot,1,0.048275,0.599639,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5c33f449.jpg,Train,Blackspot,1,0.039445,0.654622,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5cc4b9ff.jpg,Train,Blackspot,1,0.044149,0.682844,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5cfd87e0.jpg,Train,Blackspot,1,0.048452,0.502453,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5e262504.jpg,Train,Blackspot,1,0.036896,0.68895,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5e3f67a8.jpg,Train,Blackspot,1,0.043851,0.591195,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5e9481ce.jpg,Train,Blackspot,1,0.049155,0.68733,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5f83376d.jpg,Train,Blackspot,1,0.04397,0.655458,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_5fd86517.jpg,Train,Blackspot,1,0.044587,0.682472,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_605fe786.jpg,Train,Blackspot,1,0.032318,0.622295,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6068fba5.jpg,Train,Blackspot,1,0.047491,0.670181,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_61439b09.jpg,Train,Blackspot,1,0.040237,0.649095,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_61ca47b6.jpg,Train,Blackspot,1,0.034336,0.651948,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_61d3ac63.jpg,Train,Blackspot,1,0.038291,0.710753,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_631bc128.jpg,Train,Blackspot,1,0.039803,0.680145,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_632d01a3.jpg,Train,Blackspot,1,0.043166,0.621752,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6386b48b.jpg,Train,Blackspot,1,0.047808,0.613155,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_63ad575d.jpg,Train,Blackspot,1,0.050189,0.620547,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6461bf4d.jpg,Train,Blackspot,1,0.041417,0.644453,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_650e2ac0.jpg,Train,Blackspot,1,0.042096,0.711958,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_654a5170.jpg,Train,Blackspot,1,0.046263,0.613066,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_657036d4.jpg,Train,Blackspot,1,0.049988,0.638441,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_65a5d2ab.jpg,Train,Blackspot,1,0.047862,0.666958,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_664ff89b.jpg,Train,Blackspot,2,0.044569,0.725473,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_67529bbe.jpg,Train,Blackspot,1,0.0406,0.672269,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_677c95c5.jpg,Train,Blackspot,1,0.044441,0.6307,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_680867ca.jpg,Train,Blackspot,1,0.040328,0.693264,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_690b7c72.jpg,Train,Blackspot,1,0.041835,0.644861,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6999fc47.jpg,Train,Blackspot,1,0.044536,0.613106,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_69a0286b.jpg,Train,Blackspot,1,0.043389,0.691291,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6a052c33.jpg,Train,Blackspot,1,0.049872,0.63855,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6acc649a.jpg,Train,Blackspot,2,0.044128,0.65027,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6b0fbfa5.jpg,Train,Blackspot,1,0.039617,0.616111,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6ba588b0.jpg,Train,Blackspot,1,0.049956,0.62047,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6bc75ec9.jpg,Train,Blackspot,1,0.044605,0.613155,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6c455b2d.jpg,Train,Blackspot,1,0.039288,0.692327,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6c6d2ee7.jpg,Train,Blackspot,1,0.041096,0.68388,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6d0e16b6.jpg,Train,Blackspot,1,0.045531,0.583433,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6d3af59a.jpg,Train,Blackspot,1,0.039248,0.665367,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6e188411.jpg,Train,Blackspot,1,0.043647,0.669019,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6e5550d9.jpg,Train,Blackspot,1,0.047884,0.645444,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6e96f446.jpg,Train,Blackspot,1,0.046344,0.579877,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6f18cb82.jpg,Train,Blackspot,1,0.042292,0.684706,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_6f86ea74.jpg,Train,Blackspot,1,0.049767,0.571606,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_71351bf8.jpg,Train,Blackspot,1,0.038811,0.633988,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_71744da3.jpg,Train,Blackspot,1,0.038686,0.615933,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_71b210a1.jpg,Train,Blackspot,1,0.038881,0.740623,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7257979c.jpg,Train,Blackspot,1,0.036007,0.698031,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_726b9657.jpg,Train,Blackspot,1,0.04445,0.655231,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_730e360f.jpg,Train,Blackspot,1,0.042401,0.620677,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_73597069.jpg,Train,Blackspot,2,0.047296,0.604812,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7444b128.jpg,Train,Blackspot,1,0.04137,0.611378,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_75461c30.jpg,Train,Blackspot,1,0.042629,0.648175,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_755638ab.jpg,Train,Blackspot,1,0.047011,0.643077,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_759e0ebe.jpg,Train,Blackspot,1,0.036857,0.689,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_781b4d32.jpg,Train,Blackspot,1,0.050707,0.608878,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_784d424c.jpg,Train,Blackspot,1,0.03651,0.663111,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_78857b65.jpg,Train,Blackspot,1,0.037463,0.622889,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_78a15a85.jpg,Train,Blackspot,1,0.043043,0.62033,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_78f5263b.jpg,Train,Blackspot,1,0.042519,0.68012,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_79213c64.jpg,Train,Blackspot,1,0.040279,0.723361,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_794305cd.jpg,Train,Blackspot,1,0.042227,0.591384,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_79953863.jpg,Train,Blackspot,1,0.050278,0.619089,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7996e86f.jpg,Train,Blackspot,1,0.042498,0.575712,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7abf5bc6.jpg,Train,Blackspot,1,0.04477,0.676433,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7b1ee670.jpg,Train,Blackspot,1,0.045595,0.605209,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7b43a37c.jpg,Train,Blackspot,1,0.047432,0.614192,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7c3494da.jpg,Train,Blackspot,1,0.038954,0.693738,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7d058006.jpg,Train,Blackspot,1,0.044698,0.641398,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7d53aa25.jpg,Train,Blackspot,1,0.044472,0.635973,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7d9fc36a.jpg,Train,Blackspot,1,0.046251,0.612136,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7ec3899f.jpg,Train,Blackspot,1,0.03744,0.670497,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7ed7b8ea.jpg,Train,Blackspot,1,0.042211,0.665984,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7fc40d75.jpg,Train,Blackspot,1,0.043821,0.591292,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_7fecd773.jpg,Train,Blackspot,1,0.03653,0.61028,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8034128b.jpg,Train,Blackspot,1,0.042024,0.658939,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_80425cd1.jpg,Train,Blackspot,1,0.042455,0.58085,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_80bc37f1.jpg,Train,Blackspot,1,0.039448,0.594337,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_815ff988.jpg,Train,Blackspot,1,0.037326,0.622905,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_81a95f86.jpg,Train,Blackspot,1,0.042156,0.640303,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_820ff8d1.jpg,Train,Blackspot,1,0.037435,0.672506,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_824a947c.jpg,Train,Blackspot,1,0.036544,0.609573,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_827104d5.jpg,Train,Blackspot,2,0.047824,0.654561,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_82d5ebda.jpg,Train,Blackspot,1,0.043588,0.66253,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_82f956b0.jpg,Train,Blackspot,2,0.048154,0.654491,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_831de71d.jpg,Train,Blackspot,1,0.044333,0.613391,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_834671a9.jpg,Train,Blackspot,1,0.040283,0.667039,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_84a821b2.jpg,Train,Blackspot,1,0.04544,0.580536,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_86bf2357.jpg,Train,Blackspot,1,0.036981,0.632947,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_86f5546d.jpg,Train,Blackspot,1,0.047688,0.657681,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8783d198.jpg,Train,Blackspot,1,0.042017,0.663452,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_89012366.jpg,Train,Blackspot,1,0.047413,0.656848,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_891ffdd4.jpg,Train,Blackspot,1,0.050894,0.682698,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8a1701ce.jpg,Train,Blackspot,1,0.03781,0.650725,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8b2d8f54.jpg,Train,Blackspot,1,0.045083,0.617898,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8b47db3b.jpg,Train,Blackspot,1,0.038183,0.58708,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8b4cc5a7.jpg,Train,Blackspot,2,0.048,0.606133,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8c51e467.jpg,Train,Blackspot,1,0.038038,0.596495,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8cb914e5.jpg,Train,Blackspot,1,0.051021,0.656352,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8cd3bd38.jpg,Train,Blackspot,1,0.036437,0.675095,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8d875077.jpg,Train,Blackspot,1,0.041718,0.670256,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8e481847.jpg,Train,Blackspot,1,0.04671,0.644073,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8ea698d3.jpg,Train,Blackspot,1,0.04469,0.641356,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8eb93b05.jpg,Train,Blackspot,1,0.034853,0.659269,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8ec75de7.jpg,Train,Blackspot,1,0.043739,0.604873,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8ed146d4.jpg,Train,Blackspot,1,0.043391,0.573528,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8fa20a15.jpg,Train,Blackspot,1,0.047598,0.669942,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_8ff23a2f.jpg,Train,Blackspot,1,0.045213,0.607298,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9007dc39.jpg,Train,Blackspot,1,0.039808,0.600302,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9209bce7.jpg,Train,Blackspot,1,0.047858,0.52895,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_92c96c06.jpg,Train,Blackspot,1,0.04482,0.587803,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_92fb0777.jpg,Train,Blackspot,1,0.037562,0.742748,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_933494bf.jpg,Train,Blackspot,1,0.046509,0.6949,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_935aaf6e.jpg,Train,Blackspot,1,0.042876,0.695447,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_941125e5.jpg,Train,Blackspot,1,0.047898,0.60397,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_94ab221f.jpg,Train,Blackspot,1,0.03678,0.619092,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_95337920.jpg,Train,Blackspot,1,0.036809,0.684794,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_954f16a6.jpg,Train,Blackspot,1,0.039513,0.667663,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_964ec140.jpg,Train,Blackspot,1,0.044935,0.661725,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9698c334.jpg,Train,Blackspot,1,0.043024,0.535464,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_96be7ea8.jpg,Train,Blackspot,1,0.046935,0.677403,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_96dc25c6.jpg,Train,Blackspot,1,0.04696,0.643823,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_97890ea7.jpg,Train,Blackspot,1,0.041588,0.56353,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_97c03f4a.jpg,Train,Blackspot,1,0.050762,0.567323,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_98a77501.jpg,Train,Blackspot,1,0.045152,0.564558,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_98ea7918.jpg,Train,Blackspot,1,0.045456,0.618858,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_98f515f7.jpg,Train,Blackspot,1,0.046088,0.624325,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9904228f.jpg,Train,Blackspot,1,0.044636,0.653067,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_994e8021.jpg,Train,Blackspot,1,0.040273,0.651112,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9a577a15.jpg,Train,Blackspot,1,0.045949,0.601197,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9aa0e5b7.jpg,Train,Blackspot,1,0.04803,0.60263,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9ae7c534.jpg,Train,Blackspot,1,0.040343,0.663167,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9b43ed68.jpg,Train,Blackspot,1,0.033277,0.752956,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9b5bd754.jpg,Train,Blackspot,1,0.036598,0.637789,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9c78b6ec.jpg,Train,Blackspot,1,0.042644,0.604128,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9cbab001.jpg,Train,Blackspot,1,0.049354,0.647223,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9cf98345.jpg,Train,Blackspot,1,0.036765,0.56777,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9df0beec.jpg,Train,Blackspot,1,0.04122,0.697048,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9df64d16.jpg,Train,Blackspot,1,0.050529,0.604867,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9e44ca00.jpg,Train,Blackspot,1,0.045003,0.607766,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9e4f6818.jpg,Train,Blackspot,1,0.045502,0.639514,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_9e80b8e9.jpg,Train,Blackspot,1,0.037724,0.636822,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a0b39ed6.jpg,Train,Blackspot,1,0.045457,0.580064,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a18dff85.jpg,Train,Blackspot,1,0.039757,0.615589,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a1acd7ff.jpg,Train,Blackspot,1,0.042718,0.61012,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a1efd98f.jpg,Train,Blackspot,1,0.047633,0.637958,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a275140f.jpg,Train,Blackspot,1,0.03835,0.647978,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a34f6db4.jpg,Train,Blackspot,1,0.040564,0.615202,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a4000bad.jpg,Train,Blackspot,1,0.052745,0.603783,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a55224bd.jpg,Train,Blackspot,1,0.042237,0.687102,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a5627552.jpg,Train,Blackspot,1,0.047814,0.587287,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a5d35b25.jpg,Train,Blackspot,1,0.046731,0.667347,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a7b2e003.jpg,Train,Blackspot,1,0.053541,0.668473,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a7c18185.jpg,Train,Blackspot,1,0.04026,0.64767,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a8a5c8e1.jpg,Train,Blackspot,1,0.046048,0.614359,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a8de4247.jpg,Train,Blackspot,1,0.039452,0.675975,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a8f30d60.jpg,Train,Blackspot,1,0.051695,0.576216,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_a9fb355b.jpg,Train,Blackspot,1,0.041279,0.71822,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_ab470c69.jpg,Train,Blackspot,1,0.04714,0.692236,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_abcf8bc7.jpg,Train,Blackspot,1,0.047172,0.677639,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_abd08c74.jpg,Train,Blackspot,1,0.037015,0.668425,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_acf404f1.jpg,Train,Blackspot,1,0.053812,0.620603,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_ad26324a.jpg,Train,Blackspot,1,0.046052,0.601094,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_adf72e67.jpg,Train,Blackspot,1,0.038907,0.603675,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_ae3b0425.jpg,Train,Blackspot,1,0.03871,0.662677,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_aec74eb7.jpg,Train,Blackspot,1,0.042095,0.653305,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_af254544.jpg,Train,Blackspot,1,0.042399,0.642075,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_af6e80b4.jpg,Train,Blackspot,1,0.04115,0.608045,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_b04efd1c.jpg,Train,Blackspot,1,0.045188,0.6295,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_b0b3c53b.jpg,Train,Blackspot,1,0.042008,0.579042,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_b100b22f.jpg,Train,Blackspot,2,0.04675,0.665914,REVISAR,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_b1befe17.jpg,Train,Blackspot,1,0.044082,0.703097,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_b27501f3.jpg,Train,Blackspot,1,0.050189,0.669289,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_b2bf018d.jpg,Train,Blackspot,1,0.036071,0.653995,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_b309c1b7.jpg,Train,Blackspot,1,0.055896,0.682564,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_b3d528c9.jpg,Train,Blackspot,1,0.048935,0.570187,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_b3e79369.jpg,Train,Blackspot,1,0.042716,0.64823,OK,
C:\MachinL\ProyectoFinal\Clean_dataset\Train\Blackspot\Blackspot_b40c202d.jpg,Train,Blackspot,1,0.042488,0.627506,OK,
